,Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
12994,Shera Daku,1966.0,131.0,,6.0,55.0,Radhakant,Kamran,Kumkum,Sheikh Mukhtar
12995,Shera Shamshera,1990.0,131.0,"Action, Crime",4.1,8.0,S.R. Pratap,Raj Babbar,Sonam,Kabir Bedi
12996,Sherdil Ladkiyan,1985.0,131.0,Action,8.1,17.0,Mohan Babu,Swapna,,
12997,Sher-E-Baghdad,1946.0,131.0,,6.0,55.0,Homi Wadia,John Cawas,Sayani Atish,Fearless Nadia
12998,Sher-E-Baghdad,1957.0,131.0,Action,6.0,55.0,Helen,Hiralal,Mahipal,Nigar Sultana
12999,Sher-e-Bengal,1947.0,131.0,Action,6.0,55.0,Ranjibhai Arya,Mohammed Hussain,M.H. Douglas,Rajkumari
13000,Sher-E-Hindustan,1997.0,131.0,Action,5.0,44.0,T.L.V. Prasad,Mithun Chakraborty,Sanghavi,Gulshan Grover
13001,Sher-e-Jungle,1937.0,157.0,,6.0,55.0,Mohan Dayaram Bhavnani,S.B. Nayampalli,,
13002,Sherni,1988.0,131.0,"Action, Drama",4.6,45.0,Harmesh Malhotra,Birbal,Jagdeep,Kader Khan
13003,Sherni,2021.0,131.0,Drama,6.0,55.0,Amit Masurkar,Vidya Balan,Mukul Chadda,Vijay Raaz
13004,Shero Ka Sher,1983.0,131.0,Action,6.0,55.0,Chiranjeevi,Jaya Prada,Radhika Sarathkumar,
13005,Sheroo,1957.0,131.0,"Drama, Family",6.8,12.0,Shakti Samanta,Ashok Kumar,Nalini Jaywant,Anoop Kumar
13006,Shershaah,2021.0,131.0,"Action, History",6.0,55.0,Vishnuvardhan,Raj Arjun,Vijay Meenu,Rahaao
13007,Shesh,1988.0,131.0,,6.0,55.0,Amit Khanna,Gopi Desai,Anita Kanwar,Ranjana
13008,Shesh Naag,1957.0,131.0,,6.0,55.0,Chaturbhuj Doshi,Trilok Kapoor,Sulochana Latkar,Shahu Modak
13009,Sheshnaag,1990.0,145.0,"Action, Fantasy, Thriller",4.5,81.0,K.R. Reddy,Jeetendra,Rekha,Rishi Kapoor
13010,Shiddat,,131.0,Romance,6.0,55.0,Kunal Deshmukh,Sunny Kaushal,Radhika Madan,Mohit Raina
13011,Shikaar,1996.0,131.0,"Action, Thriller",5.3,20.0,Urmila Matondkar,Jackie Shroff,,
13012,Shikaar,2004.0,131.0,"Action, Musical, Thriller",4.9,34.0,Darshan Bagga,Jaz Pandher,Danny Denzongpa,Kanishkaa Kapoor
13013,Shikaar,2000.0,135.0,"Action, Mystery",3.6,28.0,Bobby Raj,Abhishek Kapoor,Vikas Bhalla,Ayesha Jhulka
13014,Shikar,1968.0,139.0,"Mystery, Thriller",6.6,111.0,Atma Ram,Asha Parekh,Dharmendra,Sanjeev Kumar
13015,Shikar,1955.0,131.0,,6.0,55.0,Ravindra Dave,Smriti Biswas,Bipin Gupta,Nimmi
13016,Shikar,2001.0,131.0,Action,6.0,55.0,,,,
13017,Shikara,2020.0,118.0,"Drama, History, Romance",3.8,6399.0,Vidhu Vinod Chopra,Sadia Khateeb,Aadil Khan,Zain Khan Durrani
13018,Shikari,2000.0,160.0,"Crime, Drama, Thriller",4.6,431.0,N. Chandra,Govinda,Tabu,Karisma Kapoor
13019,Shikari,1932.0,131.0,Adventure,6.0,55.0,Thorold Dickinson,Naval Gandhi,Husn Banu,Seeta Devi
13020,Shikari,1963.0,139.0,"Action, Adventure, Horror",5.7,41.0,Mohammed Hussain,Ajit,Ragini,Helen
13021,Shikari,1946.0,131.0,Musical,6.0,55.0,Savak B. Vacha,Ashok Kumar,Veera,Paro
13022,Shikari,1981.0,131.0,,6.0,55.0,,,,
13023,Shikari: The Hunter,1991.0,162.0,"Action, Adventure",5.6,55.0,Latif Faiziyev,Umesh Mehra,Mithun Chakraborty,Naseeruddin Shah
13024,Shikast,1953.0,110.0,Drama,7.0,41.0,Ramesh Saigal,Dilip Kumar,Nalini Jaywant,Durga Khote
13025,Shikayat,1948.0,131.0,,6.0,55.0,Shaheed Latif,Shyam,Snehprabha Pradhan,Nigar Sultana
13026,Shikhar,2005.0,162.0,Drama,4.9,1061.0,John Mathew Matthan,Ajay Devgn,Shahid Kapoor,Bipasha Basu
13027,Shikkast,2016.0,131.0,Action,6.0,55.0,Treenayan Sharma,Trinayan Sharma,,
13028,Shikshaa,1979.0,125.0,"Drama, Family",5.6,9.0,S. Ramanathan,Raj Kiran,Sushma Verma,Beena Banerjee
13029,Shikwa,1974.0,131.0,,6.0,55.0,Ramchandra,Rakesh Pandey,Zaheeda,Samit Bhanja
13030,Shikwa,1958.0,131.0,Romance,6.0,55.0,Aruna Irani,Dilip Kumar,Nutan,Ramesh Saigal
13031,Shikwah,1974.0,131.0,Drama,6.0,55.0,Ramchadra,,,
13032,Shimla Mirchi,2020.0,129.0,"Comedy, Romance",4.6,1322.0,Ramesh Sippy,Hema Malini,Rajkummar Rao,Rakul Preet Singh
13033,Shin Shinaki Boobla Boo,1952.0,131.0,Fantasy,6.0,55.0,P.L. Santoshi,Sadhona Bose,Mehmood,Ranjan
13034,Ship of Theseus,2012.0,139.0,Drama,8.1,6922.0,Anand Gandhi,Aydah El-Kashef,Yogesh Shah,Faraz Khan
13035,Shirdi Ke Sai Baba,1977.0,140.0,"Biography, Drama",7.0,229.0,Ashok V. Bhushan,Sudhir Dalvi,Manoj Kumar,Rajendra Kumar
13036,Shirdi Sai Baba,2001.0,150.0,"Drama, Mystery",4.8,178.0,Deepak Balraj Vij,Anand Balraj,Sudhir Dalvi,Dharmendra
13037,Shirin Farhad,1956.0,131.0,"Adventure, Drama, Romance",7.2,30.0,Aspi Irani,Madhubala,Pradeep Kumar,P. Kailash
13038,Shirin Farhad,1931.0,120.0,"Musical, Drama, Romance",6.0,55.0,J.J. Madan,Nissar,Jehanara Kajjan,Mohammed Hussain
13039,Shirin Farhad,1945.0,131.0,,6.0,55.0,Jayant,Ghulam Mohammed,Ragni,Zahoor Shah
13040,Shirin Farhad Ki Toh Nikal Padi,2012.0,111.0,Romance,4.2,1023.0,Bela Segal,Freny Bhagat,Dinyar Contractor,Nauheed Cyrusi
13041,Shisham,1952.0,131.0,"Drama, Family",6.0,55.0,Kishore Sharma,Nasir Khan,Nutan,Gope
13042,Shiv Bhakat Baba Balak Nath,1972.0,131.0,Drama,6.0,55.0,Avatar,Sulochana Chatterjee,Jayshree Gadkar,Maruti
13043,Shiv Bhakta,1955.0,131.0,Drama,6.0,55.0,H.L.N. Simha,Anand Kumar,Shahu Modak,Padmini
13044,Shiv Charan,1982.0,131.0,Fantasy,6.4,8.0,Anil Kumar,Vinod Mehra,Zarina Wahab,Navin Nischol
13045,Shiv Ganga,1988.0,137.0,Drama,6.0,55.0,Satish Kumar,Biswajit Chatterjee,Ahalya,Dara Singh
13046,Shiv Kanya,1954.0,140.0,Fantasy,6.0,55.0,Dhirubhai Desai,Indira Bansal,Anjali Devi,Trilok Kapoor
13047,Shiv Leela,1952.0,131.0,,6.0,55.0,Govind B. Ghanekar,,,
13048,Shiv Parvati,1962.0,131.0,Family,6.0,55.0,S.N. Tripathi,Jeevan,Trilok Kapoor,Praveen Paul
13049,Shiv Puran,1995.0,86.0,Action,6.0,55.0,Narsimha Raju,Rami Reddy,,
13050,Shiv Putra Swami Ayappa,1990.0,131.0,Drama,6.0,55.0,P.S. Mani,Amitabh Bachchan,Rajinikanth,Rajkumar
13051,Shiv Ram,1991.0,131.0,"Action, Crime, Drama",4.3,24.0,Jagdish A. Sharma,Jeetendra,Aditya Pancholi,Sadashiv Amrapurkar
13052,Shiv Ratri,1954.0,131.0,,6.0,55.0,Jayant Desai,Manher Desai,Trilok Kapoor,Nirupa Roy
13053,Shiv Shakti,1952.0,131.0,Fantasy,6.0,55.0,Jayant Desai,Jeevan,Trilok Kapoor,Nirupa Roy
13054,Shiv Shakti,1980.0,124.0,Drama,6.0,55.0,Ramesh Deo,Paidi Jairaj,Shashi Kapoor,Dara Singh
13055,Shiv Teri Mahima Nyari,1993.0,131.0,"Drama, Fantasy",6.0,55.0,Suresh Sinh Gohil,Beena Banerjee,Vijayendra Ghatge,Rajendranath Malhotra
13056,Shiva,1989.0,161.0,"Action, Crime, Drama",8.1,3399.0,Ram Gopal Varma,Nagarjuna Akkineni,Amala Akkineni,Raghuvaran
13057,Shiva,2006.0,160.0,"Action, Crime, Drama",3.9,330.0,Ram Gopal Varma,Mohit Ahlawat,Priyanka Kothari,Vinod Jaywant
13058,Shiva Dada,1991.0,131.0,Action,5.8,8.0,K. Raghavendra Rao,Nagarjuna Akkineni,Shanti Priya,Silk Smitha
13059,Shiva Ka Insaaf,1985.0,125.0,"Action, Adventure, Fantasy",4.6,49.0,Raj N. Sippy,Jackie Shroff,Poonam Dhillon,Vinod Mehra
13060,Shiva Ka Insaaf,2003.0,124.0,Action,6.0,55.0,Ramesh U. Lakhiani,Rajesh Bakshi,Dharmendra,Mohan Joshi
13061,Shiva Ka Insaaf,1987.0,131.0,Action,6.0,55.0,Kodanda Rami Reddy A.,Bhanupriya,Chiranjeevi,Madhavi
13062,Shiva Mera Naam,2004.0,131.0,Action,6.0,55.0,Dileep,Kavya Madhavan,,
13063,Shiva Shakti,1988.0,153.0,"Action, Crime, Drama",4.7,29.0,Anand,Shatrughan Sinha,Govinda,Anita Raj
13064,Shivaay,2016.0,153.0,"Action, Adventure, Drama",6.2,9909.0,Ajay Devgn,Ajay Devgn,Abigail Eames,Erika Kaar
13065,Shivalika,2013.0,95.0,Animation,6.0,55.0,Bhagabat Kar,Biman Sengupta,Smita Jaykar,Sparsh Khanchandani
13066,Shivam,2011.0,131.0,"Drama, Mystery",6.0,55.0,Anshuman Barua,Pankaj Badra,Mohit Chauhan,
13067,Shivanaga,1992.0,133.0,,6.0,55.0,K.S.R. Das,Arjun Sarja,Malasri,Doddanna
13068,Shivani,2019.0,131.0,Crime,6.0,55.0,Ugresh Prasad Ujala,Santosh,,
13069,Shivani,2019.0,131.0,Crime,6.0,55.0,Ugresh Prasad Ujala,Santosh,,
13070,Shiva-The Mahadev,2015.0,131.0,Drama,6.0,55.0,Meenoo Hooda,,,
13071,Shobha,1954.0,131.0,,6.0,55.0,Niren Lahiri,Abhi Bhattacharya,Manju Dey,Usha Kiran
13072,Shobhayatra,2004.0,100.0,"Comedy, Drama",4.2,14.0,Vijay Ghatge,Divya Dutta,Prithvi Sankhala,Vineet Kumar
13073,Shobhna's Seven Nights,2012.0,105.0,"Drama, Romance",6.2,19.0,Sudipto Chattopadhyay,Lillete Dubey,Bharat Kaul,Anupam Kher
13074,Shock: Ek Raat,2005.0,122.0,Horror,6.0,55.0,,,,
13075,Shodh,1981.0,131.0,Drama,6.9,11.0,Biplab Roy Chowdhury,Om Puri,Kanhu Bandhopodhyay,Tapti Bhatachrjee
13076,Shoe Maker,2021.0,131.0,Drama,6.0,55.0,Parvinder Singh Wraich,Harkiran Kaur Wraich,Vinamarjot Singh Wraich,Chitragupta Sinha
13077,Shoebox,,110.0,Drama,6.0,55.0,Faraz Ali,,,
13078,Shoharat,1956.0,131.0,,6.0,55.0,N.R. Acharya,K. Amarnath,,
13079,Shohrat,1996.0,131.0,"Drama, Romance",6.4,5.0,Sathish Ranjan,Mahesh Anand,Aparajita,Asrani
13080,Shohrat the Trap,2018.0,67.0,Thriller,5.2,101.0,Deepak Ramteke,Mayank Agarwal,Avinash Baviskar,Anil Bhavnani
13081,Shoke Dilruba,1936.0,131.0,,6.0,55.0,Jagatrai Pesumal Advani,,,
13082,Shokhiyan,1951.0,131.0,Romance,6.0,55.0,Kidar Nath Sharma,Suraiya,Prem Nath,Jeevan
13083,Shola Aur Barood,2001.0,131.0,Action,6.0,55.0,Teerat Singh,Shakti Kapoor,Satnam Kaur,Kiran Kumar
13084,Shola Aur Shabnam,1961.0,135.0,"Drama, Family",7.3,48.0,Ramesh Saigal,Dhumal,Jeevan Kala,Ruby Mayer
13085,Shola Aur Shabnam,1992.0,165.0,"Action, Comedy, Drama",6.5,932.0,David Dhawan,Govinda,Divya Bharti,Gulshan Grover
13086,Shola Bai,2002.0,131.0,Action,2.8,15.0,Kanti Shah,Arun Mathur,Anil Nagrath,Amit Pachori
13087,Shola Jo Bhadke,1961.0,131.0,"Action, Comedy",6.0,55.0,Master Bhagwan,Master Bhagwan,Helen,Kumkum
13088,Shola: Fire of Love,2004.0,111.0,"Action, Crime, Drama",6.0,55.0,Viji P. Nair,Tinnu Anand,Rajeev Awasthi,Mohnish Bahl
13089,Sholay,1975.0,162.0,"Action, Adventure, Comedy",8.2,52511.0,Ramesh Sippy,Sanjeev Kumar,Dharmendra,Amitabh Bachchan
13090,Sholay Aur Toofan,1993.0,128.0,"Action, Crime, Drama",6.0,55.0,N. Paryani,Sripradha,Raaj Premi,Damini
13091,Shole,1953.0,131.0,Drama,7.1,29.0,B.R. Chopra,Ashok Kumar,Bina Rai,Purnima
13092,Shool,1999.0,138.0,"Action, Crime, Drama",7.7,2932.0,Eeshwar Nivas,Manoj Bajpayee,Raveena Tandon,Sayaji Shinde
13093,Shoonya,2006.0,100.0,Drama,6.8,31.0,Arindam Mitra,Sohrab Ardeshir,Seema Biswas,Tulip Joshi
13094,Shoonya,2020.0,131.0,Drama,6.0,55.0,Vatsa,Spruha Joshi,Bhanu Singh,Suhasi
13095,Shoorveer,1988.0,147.0,Drama,5.0,8.0,Shyam Ralhan,Rajan Sippy,Mandakini,Deepti Naval
13096,Shooter,2021.0,143.0,"Action, Crime, Drama",6.0,55.0,Vishram Sawant,Michelle Krusiec,Randeep Hooda,Sunil Shetty
13097,Shootout at Byculla,,131.0,Thriller,6.0,55.0,Sanjay Gupta,,,
13098,Shootout at etawah safari,2018.0,130.0,Thriller,6.0,55.0,Raja,,,
13099,Shootout at Kanpur,2019.0,131.0,Drama,6.0,55.0,Chandan Jaiswal,Badri,Muskaan Khatoon,Shiv Kumar
13100,Shootout at Lokhandwala,2007.0,122.0,"Action, Crime, History",7.1,9607.0,Apoorva Lakhia,Amitabh Bachchan,Sanjay Dutt,Sunil Shetty
13101,Shootout at Wadala,2013.0,155.0,"Action, Biography, Crime",5.9,6439.0,Sanjay Gupta,Anil Kapoor,John Abraham,Manoj Bajpayee
13102,Shor,1972.0,170.0,Drama,7.2,337.0,Manoj Kumar,Manoj Kumar,Jaya Bachchan,Prem Nath
13103,Shor in the City,2010.0,112.0,"Crime, Drama",7.2,3502.0,Krishna D.K.,Raj Nidimoru,Sendhil Ramamurthy,Tusshar Kapoor
13104,Shor Se Shuruaat,2016.0,125.0,Drama,6.6,145.0,Amira Bhargava,Rahul V. Chittella,Satish Raj Kasireddi,Pratik Kothari
13105,Shorgul,2016.0,132.0,Drama,5.7,268.0,Pranav Singh,Jitendra Tiwari,Jimmy Sheirgill,Ashutosh Rana
13106,Shortcut Romeo,2013.0,146.0,"Action, Crime, Drama",2.3,252.0,Susi Ganesan,Neil Nitin Mukesh,Ameesha Patel,Puja Gupta
13107,Shortcut Safari,2016.0,101.0,"Adventure, Drama, Mystery",6.4,70.0,Amitabha Singh,Jimmy Sheirgill,Aashi Rawal,Stuti Dwivedi
13108,Shortkut - The Con Is On,2009.0,142.0,"Comedy, Drama",3.4,884.0,Neeraj Vora,Anil Kapoor,Sanjay Dutt,Akshaye Khanna
13109,Shorts,2013.0,95.0,Drama,6.5,444.0,Neeraj Ghaywan,Siddharth Gupt,Rohit Pandey,Anirban Roy
13110,Shouting Silence,2021.0,95.0,"Crime, Drama, Thriller",6.0,55.0,Jaimin Bal,Sachin Khedekar,Samir Singh,Tapaswini Reddy
13111,Show Me DeMoney,,131.0,Documentary,6.0,55.0,Manav Wadhwa,,,
13112,Showbiz,2007.0,108.0,"Action, Drama, Music",3.6,114.0,Raju Khan,Tushar Jalota,Mrinalini Sharma,Vishal Agarwala
13113,Showtime - A Mocumentry,,131.0,Drama,6.0,55.0,Akshay Kumar,Sunny Leone,Sanjay Dutt,Sunil Shetty
13114,Shraap,,131.0,Horror,6.0,55.0,Faisal Saif,Rajpal Yadav,Kavita Radheshyam,Yashpal Sharma
13115,Shraddha Shakti Jai Ambe Maa,2005.0,131.0,Drama,6.0,55.0,Sunil Bhumkar,Ritika De,Nishi Verma,Sanjay Wankhede
13116,Shraddha: In the Name of God,2011.0,131.0,Drama,6.0,55.0,Hamid Ali,Seema Biswas,Benjamin Gilani,Dinesh Hingoo
13117,Shraddhaandh,2000.0,131.0,Horror,6.0,55.0,Shahajii Raje,Raza Murad,,
13118,Shradhanjali,1981.0,139.0,"Drama, Family",7.3,18.0,Anil Sharma,Rakhee Gulzar,Suresh Oberoi,Deepak Parashar
13119,Shrameya: The Laborious,2008.0,131.0,Drama,6.0,55.0,Manohar Singhal,Sulabha Deshpande,Govind Namdeo,Nirmal Pandey
13120,Shrant,1984.0,131.0,Thriller,6.0,55.0,G.G. Banerji,Govind Banerji,Priyanka Banerji,Anil Karve
13121,Shravan Kumar,1984.0,131.0,Drama,7.5,8.0,Chandrakant,Chandrima Bhaduri,Abhi Bhattacharya,Bharat Bhushan
13122,Shravan Kumar,1948.0,131.0,,6.0,55.0,Ram Daryani,Mumtaz Shanti,Pahadi Sanyal,Chandra Mohan
13123,Shravan Kumar,1932.0,131.0,,6.0,55.0,Mukhtar Begum,Abdul Rehman Kabuli,Panna Rani,
13124,Shravan Kumar,1960.0,131.0,Drama,6.0,55.0,Sharad Desai,Ananth Kumar,Nalini Chonkar,Achala Sachdev
13125,Shree,2013.0,109.0,"Sci-Fi, Thriller",6.3,269.0,Rajesh Bachchani,Hussain Kuwajerwala,Anjali Patil,Shivani Tanksale
13126,Shree 420,1955.0,168.0,"Comedy, Crime, Drama",8.0,2612.0,Raj Kapoor,Nargis,Raj Kapoor,Nadira
13127,Shree Ganesh,1962.0,139.0,"Adventure, Drama, Fantasy",7.5,6.0,S.S. Dharwadkar,Mahipal,Sahira,Indira
13128,Shree Krishna Bhakti,1955.0,131.0,,6.0,55.0,Babubhai Mistry,Bipin Gupta,Manmohan Krishna,Krishna Kumari
13129,Shree Krishna Bhakti,1973.0,131.0,Drama,6.0,55.0,Jeevan,Lalita Kumari,Shahu Modak,B.M. Vyas
13130,Shree Krishnarjun Yuddh,1971.0,136.0,"Adventure, Drama, History",7.0,6.0,Babubhai Mistry,Abhi Bhattacharya,Jayshree Gadkar,Mahipal
13131,Shree Muktajeevan Swamibapa,2008.0,131.0,Documentary,6.0,55.0,Nishit Jadawala,,,
13132,Shree Ram Bhakta Hanumaan,1985.0,131.0,Drama,6.0,55.0,Ganga,,,
13133,Shree Ram Bharat Milan,1965.0,131.0,"Adventure, Family",7.6,5.0,Manibhai Vyas,Prithviraj Kapoor,Mahipal,Anita Guha
13134,Shree Rama Pattabhishekam,1962.0,131.0,,6.0,55.0,G.K. Ramu,P. Subramaniam,Prem Nazir,Thikkurisi Sukumaran Nair
13135,Shree Satyanarayan Ki Maha Pooja,1975.0,131.0,Drama,6.0,55.0,Rajni Bala,Bharat Bhushan,Mohan Choti,Manher Desai
13136,Shree Satyanarayana Pooja,1990.0,131.0,Drama,6.0,55.0,Bhavya,Kalyan Kumar,Vijayalaxmi,
13137,Shreelancer,2017.0,93.0,Drama,7.2,92.0,Sandeep Mohan,Arjun Radhakrishnan,Falah Faisal,Chandan Gill
13138,Shreemaan Aashique,1993.0,152.0,"Comedy, Romance",4.8,135.0,Deepak Anand,Rishi Kapoor,Urmila Matondkar,Bindu
13139,Shreeman Funtoosh,1965.0,131.0,"Comedy, Drama, Fantasy",6.0,26.0,Shantilal Soni,Kishore Kumar,Kumkum,Anoop Kumar
13140,Shri Chaitanya Mahaprabhu,1954.0,131.0,Biography,6.8,6.0,Vijay Bhatt,Bharat Bhushan,Durga Khote,Ram Mohan
13141,Shri Datta Darshan,1988.0,159.0,Drama,6.0,55.0,Kamalakara Kameshwara Rao,Sarvadaman Banerjee,Ranganath,Sivakrishna
13142,Shri Datta Darshanam,1985.0,143.0,"Musical, Drama",8.2,19.0,Kamalakara Kameshwara Rao,Sarvadaman Banerjee,Ramana Murthi J.V.,Jyotirmayi
13143,Shri Durga Pooja,2005.0,134.0,Drama,6.0,55.0,Lakshmi,,,
13144,Shri Ganesh Janma,1951.0,131.0,Fantasy,6.0,55.0,Jayant Desai,Jeevan,Trilok Kapoor,Nirupa Roy
13145,Shri Ganesh Mahima,1950.0,131.0,"Drama, Fantasy",6.0,55.0,Homi Wadia,Mahipal,Meena Kumari,Moolchand
13146,Shri Ganesh Vivah,1955.0,131.0,,6.0,55.0,Jaswant Jhaveri,Prem Adib,Jeevan,Durga Khote
13147,Shri Krishn Arjun Yuddha,1945.0,131.0,"Drama, Fantasy, History",6.0,55.0,Mohan Sinha,Prithviraj Kapoor,Shobhna Samarth,Shahu Modak
13148,Shri Krishna Bhakta Narsi,1993.0,131.0,Drama,6.0,55.0,Ramesh Puri,Rajni Bala,Raja Bundela,Puneet Issar
13149,Shri Krishna Darshan,1950.0,131.0,,6.0,55.0,Usha Kiran,,,
13150,Shri Krishna Leela,1971.0,131.0,"Adventure, Comedy, Drama",7.3,19.0,Homi Wadia,Pritam Arjun,Baburaje,Master Baby
13151,Shri Laxminath Gosai,2021.0,131.0,Biography,6.0,55.0,Ramesha K. Barti,,,
13152,Shri Mata Tere Roop Anek,1982.0,131.0,Drama,6.0,55.0,Srividya,Major Sunderan,,
13153,Shri Nagad Narayan,1955.0,131.0,,6.0,55.0,I.S. Johar,Majnu,Motilal,Murad
13154,Shri Ram Avtar,1950.0,131.0,,6.0,55.0,W. Garcher,Amarnath,Leela Mishra,Shahu Modak
13155,Shri Ram Hanuman Yudha,1975.0,131.0,Drama,6.0,55.0,Bapu,Janardhana Rao Arja,Saroja Devi B.,Dhulipala
13156,Shri Ramanuja,1943.0,131.0,,6.5,8.0,Debaki Bose,Biman Bandopadhyay,Chhayadevi,Hiralal
13157,Shri Satyanarayan,1935.0,131.0,,6.0,55.0,Leela Chitnis,,,
13158,Shri Satyanarayan Vrat Katha,1997.0,131.0,Drama,6.0,55.0,Vijay Pande,Firoz Ali,Sudhir Dalvi,Gulshan Kumar
13159,Shri Siddhivinayak Mahima,2007.0,131.0,"Drama, Family, History",4.3,7.0,Arun Nalawade,Subodh Bhave,Tushar Dalvi,Milind Jadhav
13160,Shri Vishnu Bhagwan,1951.0,131.0,Fantasy,6.0,55.0,Raja Nene,Jankidas,Trilok Kapoor,Usha Kiran
13161,Shrikrishna Satyabhama,1951.0,131.0,,6.0,55.0,Raja Paranjpe,,,
13162,Shriman Satyawadi,1960.0,146.0,"Action, Crime, Drama",7.0,68.0,S.M. Abbas,Raj Kapoor,Shakila,Mehmood
13163,Shriman Shrimati,1982.0,145.0,"Comedy, Drama, Family",6.4,139.0,Vijay Reddy,Sanjeev Kumar,Rakhee Gulzar,Rakesh Roshan
13164,Shriman Shrimati Lekin Abhi Shadi Nahi Hui,2000.0,131.0,Comedy,6.0,55.0,Laila,Shivaji,,
13165,Shrimanji,1968.0,160.0,"Drama, Family",6.6,29.0,Ram Dayal,Kishore Kumar,I.S. Johar,Jeevan
13166,Shrimati 420,1956.0,128.0,Comedy,6.0,55.0,G.P. Sippy,Johnny Walker,Meena Shorey,Om Prakash
13167,Shrimati Ji,1952.0,131.0,"Comedy, Thriller",4.1,7.0,I.S. Johar,Nasir Khan,Shyama,I.S. Johar
13168,Shringaar,2013.0,126.0,"Drama, History",5.0,7.0,Kumaar Aadarsh,Kumaar Aadarsh,Sahil Khan,Khushi Mukherjee
13169,Shubdin,1974.0,131.0,Drama,6.0,55.0,H. Taygrajan,Gulshan Arora,Madhu Chanda,Shashi Kiran
13170,Shubh Din,1974.0,131.0,"Drama, Fantasy",6.0,55.0,P. Thyagarajan,Shashi Kiran,,
13171,Shubh Kaamna,1983.0,138.0,"Comedy, Drama",6.3,16.0,K. Viswanath,Rati Agnihotri,Asrani,Utpal Dutt
13172,Shubh Mangal Savdhan,2017.0,119.0,"Comedy, Romance",6.9,9094.0,R.S. Prasanna,Ayushmann Khurrana,Bhumi Pednekar,Seema Bhargava
13173,Shubh Mangal Zyada Saavdhan,2020.0,117.0,"Comedy, Romance",5.8,8208.0,Hitesh Kewalya,Ayushmann Khurrana,Jitendra Kumar,Gajraj Rao
13174,Shubh Raatri,2020.0,52.0,Horror,4.5,67.0,Pankaz Singh Tanwar,Simran Ahemad,Nemi Chand,Jaya Goswami
13175,Shuddh Desi Romance,2013.0,141.0,"Comedy, Drama, Romance",6.0,8447.0,Maneesh Sharma,Sushant Singh Rajput,Parineeti Chopra,Rishi Kapoor
13176,Shuddhi,2017.0,114.0,"Crime, Drama, Thriller",7.9,374.0,Adarsh Eshwarappa,Lauren Spartano,Niveditha,Amrutha Karagada
13177,Shudra the Rising,2012.0,131.0,History,6.8,215.0,Sanjiv Jaiswal,Priya Annatram,Habib Azmi,Pravin Baby
13178,SHUDRA: The Untouchables,2011.0,116.0,"Drama, Family, History",7.8,23.0,Sanjiv Jaiswal,Sridhar Dubey,,
13179,Shuk Rambha,1953.0,131.0,Fantasy,6.0,55.0,Dhirubhai Desai,Anjali Devi,Nirupa Roy,Bharat Bhushan
13180,Shukranu,2020.0,90.0,Drama,6.4,678.0,Bishnu Dev Halder,Divyendu Sharma,Shweta Basu Prasad,Sheetal Thakur
13181,Shukrdosh,2021.0,131.0,Comedy,6.0,55.0,Anup Thapa,Puneet Issar,Mugdha Godse,Grusha Kapoor
13182,Shukriya,1944.0,131.0,,6.0,55.0,Harnam Singh Rawail,Zahoor Shah,,
13183,Shukriya: Till Death Do Us Apart,2004.0,144.0,"Musical, Drama, Family",5.1,148.0,Anupam Sinha,Anupam Kher,Aftab Shivdasani,Shriya Saran
13184,Shukriyaa,1988.0,131.0,"Drama, Romance",6.0,55.0,A.C. Trilogchander,Rajiv Kapoor,Amrita Singh,Asrani
13185,Shuruaat,1993.0,135.0,"Drama, Romance",6.0,55.0,Sundardas,Master Amit,Mohan Choti,C.S. Dubey
13186,Shuruaat Ka Interval,2014.0,99.0,Drama,7.2,68.0,Aarti S. Bagdi,Amrit Raj Gupta,Krishan Hooda,Shishir Jha
13187,Shuruaat Ka Twist,2019.0,142.0,Drama,6.6,9.0,Heena Dsouza,Avalokita Dutt,Praveen Fernandes,Hanish Kalia
13188,Shut up Sona,2020.0,85.0,"Documentary, Musical",7.1,19.0,Deepti Gupta,,,
13189,Shuttlecock Boys,2011.0,76.0,"Comedy, Drama",6.2,111.0,Hemant Gaba,Aakar Kaushik,Manish Nawani,Alok Kumar
13190,Shyam Ki Jogan,1957.0,131.0,,6.0,55.0,Sulochana Latkar,Kamal Mehra,Shahu Modak,
13191,Shyam Sundar,1932.0,121.0,Drama,6.0,55.0,Bhalji Pendharkar,Shahu Modak,Shanta Apte,Bandopant Sohoni
13192,Shyam Sundar Shreenath,,131.0,,6.0,55.0,Rajeev Srivastava,,,
13193,Shyama,1953.0,126.0,,6.0,55.0,Joshiy,Vinayan,Shyama,
13194,Shyamla,1979.0,131.0,Action,6.0,55.0,Joginder Shelly,Jalal Agha,Rita Bhaduri,Master Bhagwan
13195,Siddeshwari,1990.0,123.0,Documentary,7.5,77.0,Mani Kaul,Mita Vashisht,Muhar Biswas,Ranjana Srivastava
13196,Siddhart (The Journey),,131.0,Drama,6.0,55.0,Hamid Hn,,,
13197,Siddharth,2013.0,96.0,Drama,7.3,671.0,Richie Mehta,Rajesh Tailang,Tannishtha Chatterjee,Anurag Arora
13198,Siddharth: The Prisoner,2009.0,131.0,"Crime, Drama, Thriller",6.6,105.0,Pryas Gupta,Rajat Kapoor,Sachin Nayak,Pradip Sagar
