,Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Box_office
12367,Sangam,1954.0,131.0,"Drama, Family",6.0,55.0,Kiran Kumar,Shekhar,Kamini Kaushal,Shashikala,Average
12368,Sangam Ho Ke Rahega,1994.0,131.0,Romance,6.0,55.0,Rakesh Bedi,Moushumi Chatterjee,Jagdeep,Imran Khan,Average
12369,Sangam Shastra,2002.0,68.0,Thriller,6.0,55.0,Jay Prakash,Dhansuraj,Jayaprakash,Unknown,Average
12370,Sangam: Where Two Rivers Meet,2014.0,47.0,"Documentary, Family",6.0,55.0,Hersh Seth,Unknown,Unknown,Unknown,Average
12371,Sangamithra,,131.0,"Action, Drama, History",6.0,55.0,Sundar C.,Jayam Ravi,Arya,Disha Patani,Average
12372,Sangat,1976.0,131.0,"Drama, Romance",6.0,55.0,Basu Bhattacharya,Kajri,Satyendra Kapoor,Rakesh Pandey,Average
12373,Sangathan,1983.0,131.0,Documentary,6.0,55.0,Shyam Benegal,Chandrakant Thakkar,Unknown,Unknown,Average
12374,Sangdil,1952.0,150.0,"Drama, Mystery, Romance",7.3,96.0,R.C. Talwar,Madhubala,Dilip Kumar,Shammi,Hit
12375,Sangdil,1967.0,131.0,Action,6.0,55.0,Dharam Kohli,Master Bhagwan,Anwar Hussain,Indira,Average
12376,Sangdil Samaj,1936.0,120.0,Unknown,6.0,55.0,Ram Daryani,Rajeev Kumar,Sardar Akhtar,Harish,Average
12377,Sangdil Sanam,1994.0,156.0,"Drama, Romance",4.2,522.0,Shomu Mukherjee,Anand Balraj,Beena Banerjee,Kishore Anand Bhanushali,Average
12378,Sangdill,1981.0,131.0,Drama,6.0,55.0,Vijay Pandit,Kabir Bedi,Madhur Bhushan,Bindu,Average
12379,Sange Meel Se Mulaqat,1989.0,90.0,Documentary,8.1,22.0,Goutam Ghose,Bismillah Khan,Ain Rasheed Khan,Unknown,Hit
12380,Sangeen,2021.0,131.0,Thriller,6.0,55.0,Jaideep Chopra,Nawazuddin Siddiqui,Elnaaz Norouzi,Sammy Jonas Heaney,Average
12381,Sangeet,1992.0,144.0,"Drama, Romance",5.6,150.0,K. Viswanath,Madhuri Dixit,Jackie Shroff,Nitish Bharadwaj,Average
12382,Sangeet,1978.0,131.0,Romance,6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
12383,Sangeet Samrat Tansen,1962.0,131.0,"Biography, Drama, Music",6.7,11.0,S.N. Tripathi,Bharat Bhushan,Anita Guha,Mukri,Average
12384,Sangeeta,1950.0,131.0,Unknown,6.0,55.0,Mumtaz Ali,Suraiya Chowdhary,Pran,Shyam,Average
12385,Sangharsh,1999.0,127.0,"Action, Crime, Drama",6.8,5235.0,Tanuja Chandra,Preity Zinta,Akshay Kumar,Ashutosh Rana,Average
12386,Sangharsha,1993.0,131.0,Unknown,7.1,17.0,Sunil Kumar Desai,Shankanada Anjanappa,Avinash,Ramesh Bhat,Hit
12387,Sangram,1976.0,131.0,"Drama, Action, Crime",4.5,11.0,Harmesh Malhotra,Shatrughan Sinha,Reena Roy,Danny Denzongpa,Average
12388,Sangram,1965.0,131.0,"Action, Adventure",6.0,55.0,Babubhai Mistry,Dara Singh,Geetanjali,Randhawa,Average
12389,Sangram,1950.0,139.0,Drama,6.7,30.0,Gyan Mukherjee,Ashok Kumar,Nalini Jaywant,Shashi Kapoor,Average
12390,Sangram,1993.0,156.0,"Drama, Romance",3.2,197.0,Lawrence D'Souza,Ajay Devgn,Ayesha Jhulka,Karisma Kapoor,Below_average
12391,Sanjay,1995.0,131.0,Crime,3.5,16.0,Shahrukh Sultan,Ayub Khan,Shakti Kapoor,Sakshi Shivanand,Below_average
12392,Sanjeevani,2018.0,131.0,Drama,2.8,23.0,Ravi Vide,Manoj Chandra,Unknown,Unknown,Below_average
12393,Sanjh Aur Savera,1964.0,134.0,"Drama, Family",7.0,50.0,Hrishikesh Mukherjee,Meena Kumari,Guru Dutt,Mehmood,Hit
12394,Sanjh Ki Bela,1980.0,131.0,Romance,6.0,55.0,Madhusudan,Nutan,Joy Mukherjee,Rehman,Average
12395,Sanjhi,1985.0,131.0,Drama,6.0,55.0,Pradeep Hooda,Dinesh Thakur,Sumithra,Sachin Pilgaonkar,Average
12396,Sanjog,1943.0,122.0,"Comedy, Drama",6.9,13.0,Abdul Rashid Kardar,Noor Mohammad Charlie,Anwar Hussain,Mehtab,Average
12397,Sanjog,1961.0,131.0,"Comedy, Drama, Romance",5.9,17.0,Pramod Chakravorty,Pradeep Kumar,Anita Guha,Shubha Khote,Average
12398,Sanjog,1972.0,150.0,"Comedy, Drama, Family",6.2,133.0,S.S. Balan,Mala Sinha,Amitabh Bachchan,Aruna Irani,Average
12399,Sanjog,1985.0,148.0,Drama,7.0,85.0,K. Viswanath,Jeetendra,Jaya Prada,Vinod Mehra,Hit
12400,Sanju,2018.0,155.0,"Biography, Comedy, Drama",7.7,49199.0,Rajkumar Hirani,Ranbir Kapoor,Paresh Rawal,Manisha Koirala,Hit
12401,Sankaal: The Latch,2005.0,131.0,Drama,6.0,55.0,Manisha Dwivedi,Aamir Bashir,Benjamin Gilani,Sharbani Mukherji,Average
12402,Sankalp,1975.0,131.0,Drama,6.0,55.0,Ramesh Saigal,Arjun Bakshi,Bipin Gupta,Farida Jalal,Average
12403,Sankalp,2011.0,69.0,Drama,6.0,55.0,Nitin Tiwari,Ehsan Khan,Ridheema Tiwari,Pranjali,Average
12404,Sankat City,2009.0,120.0,"Comedy, Crime, Drama",6.2,609.0,Pankaj Advani,Kay Kay Menon,Rimi Sen,Anupam Kher,Average
12405,Sankat Mein Swasthya Aur Safai,1968.0,131.0,Documentary,6.0,55.0,Shantaram Athavale,Unknown,Unknown,Unknown,Average
12406,Sankham,2009.0,155.0,"Action, Comedy",5.0,136.0,Siva,Tottempudi Gopichand,Trisha Krishnan,Chandramohan,Average
12407,Sankoch,1976.0,113.0,"Drama, Romance",6.4,18.0,Anil Ganguly,Jeetendra,Sulakshana Pandit,Vikram Makandar,Average
12408,Sannata,1981.0,125.0,"Horror, Mystery",6.6,42.0,Shyam Ramsay,Tulsi Ramsay,Vijay Arora,Birbal,Average
12409,Sannata,1966.0,131.0,Mystery,6.0,55.0,M. Sabharwal,Anil Chatterjee,Tanuja,Raj Mehra,Average
12410,Sanphaam,,135.0,Drama,6.0,55.0,Vibhas Joshi,Priya Saini,Amrita Sethi,Unknown,Average
12411,Sansani: The Sensation,1981.0,131.0,Thriller,4.9,9.0,Irshad,Vinod Mehra,Bindiya Goswami,Kavita,Average
12412,Sansar,1971.0,131.0,"Drama, Family",6.7,7.0,Dilip Bose,Navin Nischol,Anupama,Abhi Bhattacharya,Average
12413,Sansar,1987.0,131.0,Drama,6.9,166.0,Rama Rao Tatineni,Rekha,Raj Babbar,Anupam Kher,Average
12414,Sansar Leela,1969.0,131.0,Unknown,6.0,55.0,Babubhai Mistry,Dinesh Hingoo,Arvind Pandya,Zeb Rehman,Average
12415,Sanshodhan,1996.0,165.0,Drama,7.3,67.0,Govind Nihalani,Manoj Bajpayee,Vanya Joshi,Kishore Kadam,Hit
12416,Sanskar,1940.0,131.0,Unknown,6.0,55.0,V.C. Desai,Rose,Unknown,Unknown,Average
12417,Sanskar,1958.0,131.0,"Drama, Family",6.0,55.0,Chaturbhuj Doshi,Anand Kumar,Ameeta,Chand Usmani,Average
12418,Sanskar,1952.0,131.0,"Drama, Family",6.0,55.0,V.M. Vyas,Mumtaz,Pran,Murad,Average
12419,Sanson Ki Sargam,1991.0,131.0,Drama,6.0,55.0,Raksha Mehta,Roma,Unknown,Unknown,Average
12420,Sant Dnyaneshwar,1940.0,139.0,Fantasy,7.9,45.0,Vishnupant Govind Damle,Sheikh Fattelal,Shahu Modak,Datta Dharmadhikari,Hit
12421,Sant Dnyaneshwar,1940.0,137.0,Biography,8.1,9.0,Vishnupant Govind Damle,Sheikh Fattelal,Shahu Modak,Datta Dharmadhikari,Hit
12422,Sant Gyaneshwar,1964.0,131.0,Musical,8.0,10.0,Manibhai Vyas,Sudhir Kumar,Surekha,Babloo,Hit
12423,Sant Gyaneshwar,1982.0,129.0,"Biography, History",6.5,10.0,Sudhir Dalvi,Kanan Kaushal,Mahesh Kothare,Dev Kumar,Average
12424,Sant Janabai,1949.0,131.0,Unknown,6.0,55.0,Govind B. Ghanekar,Hansa Wadkar,Unknown,Unknown,Average
12425,Sant Raghu,1957.0,131.0,Unknown,6.0,55.0,Chandrakant,Anand Kumar,Lalita Pawar,Nirupa Roy,Average
12426,Sant Ravidas II,2007.0,131.0,Biography,6.0,55.0,Maan Singh,Unknown,Unknown,Unknown,Average
12427,Sant Ravidas Ki Amar Kahani,1983.0,131.0,Fantasy,8.5,6.0,Babubhai Mistry,Mohan Choti,Jeevan,Ashish Kumar,Hit
12428,Sant Sakhu,1941.0,128.0,Drama,6.0,55.0,Vishnupant Govind Damle,Sheikh Fattelal,Raja Nene,Gauri,Average
12429,Sant Singaji,1984.0,131.0,Drama,6.0,55.0,Manher Desai,Manjushree,Madan Sharma,Unknown,Average
12430,Sant Tukaram,1937.0,131.0,Biography,6.7,229.0,Vishnupant Govind Damle,Sheikh Fattelal,Vishnupant Pagnis,Gauri,Average
12431,Sant Tukaram,1965.0,131.0,Drama,6.0,55.0,Madhu Apte,Anita Guha,Helen,Shahu Modak,Average
12432,Sant Tulsidas,1939.0,154.0,Biography,6.0,55.0,Jayant Desai,Vishnupant Pagnis,Leela Chitnis,Keshavrao Date,Average
12433,Sant Tulsidas,1934.0,131.0,Unknown,6.0,55.0,N.G. Devare,Shantakumari,Unknown,Unknown,Average
12434,Santa Banta Pvt Ltd,2016.0,112.0,"Comedy, Crime, Drama",2.8,247.0,Akashdeep,Boman Irani,Vir Das,Neha Dhupia,Below_average
12435,Santaan,1993.0,161.0,"Drama, Family",5.8,40.0,Narayana Rao Dasari,Jeetendra,Moushumi Chatterjee,Deepak Tijori,Average
12436,Santan,1946.0,131.0,Unknown,6.0,55.0,B. Damania,Ram Prakash,Lalita Pawar,Unknown,Average
12437,Santan,1959.0,131.0,Unknown,6.0,55.0,Jyoti Swaroop,Rajendra Kumar,Kamini Kadam,Nasir Hussain,Average
12438,Santosh,1989.0,146.0,"Drama, Family",6.7,37.0,Balbir Wadhawan,Manoj Kumar,Nirupa Roy,Rakhee Gulzar,Average
12439,Santosham,1955.0,122.0,Musical,6.0,55.0,C.P. Dixit,Anwar,Anjali Devi,Gope,Average
12440,Santosham,2002.0,150.0,"Drama, Romance",7.1,545.0,Dasaradh,Dasharth,Nagarjuna Akkineni,Shriya Saran,Hit
12441,Sanyasi,1945.0,131.0,"Comedy, Musical, Romance",6.0,55.0,Abdul Rashid Kardar,Shamim,Ghulam Mohammed,Misra,Average
12442,Sanyasi,1975.0,155.0,Drama,6.8,62.0,Sohanlal Kanwar,Manoj Kumar,Hema Malini,Prem Nath,Average
12443,Sanyasi Mera Naam,1999.0,131.0,Action,4.8,11.0,Imran Khalid,Rana Jung Bahadur,Mithun Chakraborty,Siddharth Dhawan,Average
12444,Sanyogita - The Bride in Red,2005.0,83.0,Drama,6.0,55.0,Sadashivam Rao,Shivratan Rajvi,Divya Dutta,Milind Gunaji,Average
12445,Sapane Suhane,1974.0,131.0,Romance,6.0,55.0,Lucky Ram,Mohan Sherry,Suresh,Suryakant,Average
12446,Sapera,1939.0,128.0,Unknown,6.0,55.0,Debaki Bose,Pahadi Sanyal,Kanan Devi,Krishna Chandra Dey,Average
12447,Sapera,1961.0,131.0,Action,6.0,55.0,B.J. Patel,Ranjan,Jyoti,Tiwari,Average
12448,Saperan,2006.0,116.0,Drama,6.0,55.0,Jogendra Lukhda,Santram Banjara,Uttar Kumar,Taanya,Average
12449,Sapna,1952.0,131.0,"Drama, Family, Romance",6.0,55.0,Kishore Sahu,Unknown,Unknown,Unknown,Average
12450,Sapna,1969.0,131.0,Romance,6.0,55.0,Bela Bose,Mohan Choti,Jagdeep,Sadhana Khote,Average
12451,Sapne Apne Apne,1980.0,131.0,Family,6.0,55.0,Shabana Azmi,Rajesh Khanna,Smita Patil,Unknown,Average
12452,Sapne Huye Sakaar,1990.0,131.0,Unknown,6.0,55.0,Prema Karanth,Unknown,Unknown,Unknown,Average
12453,Sapne Saajan Ke,1992.0,162.0,"Drama, Romance",3.3,141.0,Lawrence D'Souza,Jackie Shroff,Dimple Kapadia,Karisma Kapoor,Below_average
12454,Sapne Suhane,1961.0,131.0,Romance,4.6,5.0,Kedar Kapoor,Balraj Sahni,Geeta Bali,Chandrashekhar,Average
12455,Sapno Ki Rani,1988.0,131.0,Romance,6.0,55.0,Shashilal K. Nair,Abhilasha,Uma Maheshwari,Unknown,Average
12456,Sapnon Ka Mandir,1991.0,131.0,"Action, Crime, Drama",4.3,20.0,Pradip Jain,Jeetendra,Jaya Prada,Johnny Lever,Average
12457,Sapnon Ka Saudagar,1968.0,168.0,Romance,7.2,80.0,Mahesh Kaul,Raj Kapoor,Hema Malini,Jayant,Hit
12458,Sapnon Ke Chhahon Mein,1985.0,131.0,Romance,6.0,55.0,Amin Prakash,Arun Govil,Mazhar Khan,Praveena,Average
12459,Sapnon Ki Raatein,1992.0,131.0,Drama,6.0,55.0,P K Radhakrishnan,Ahmed,Kunchan,Kuthiravattam Pappu,Average
12460,Sapoot,1996.0,158.0,"Action, Crime, Drama",5.2,1041.0,Jagdish A. Sharma,Akshay Kumar,Sunil Shetty,Karisma Kapoor,Average
12461,Saqi,1952.0,131.0,"Fantasy, Romance",6.7,13.0,Harnam Singh Rawail,Prem Nath,Madhubala,Bipin Gupta,Average
12462,Saqi,1937.0,131.0,Unknown,6.0,55.0,Jagatrai Pesumal Advani,Unknown,Unknown,Unknown,Average
12463,Sar Ankhon Par,1999.0,131.0,Drama,6.4,85.0,Gyan Sahay,Anoushka,Shruti Ulfat,Anuj Saxena,Average
12464,Sar Car Ki Seva Mei,2020.0,131.0,Comedy,6.0,55.0,Shreyas Talpade,Aakash Pandey,Shraddha Jaiswal,Brijendra Kala,Average
12465,Sar Kati Laash,1999.0,131.0,Horror,3.1,7.0,Teerat Singh,Shakti Kapoor,Mac Mohan,Rakesh Pandey,Below_average
12466,Sar Utha Ke Jiyo,1998.0,131.0,"Action, Romance",2.5,149.0,Sikander Bharti,Naseeruddin Shah,Madhoo,Manek Bedi,Below_average
12467,Sara Akash,1969.0,100.0,Drama,7.2,60.0,Basu Chatterjee,Madhu Chakravarty,Rakesh Pandey,Dina Pathak,Hit
12468,Sara Jahan Hamara,1961.0,131.0,Romance,6.0,55.0,Azra,Jankidas,Prem Nath,Shyama,Average
12469,Sarabha,2018.0,137.0,Fantasy,6.8,65.0,N. Narasimharao,Narsimha Rao,Aakash Kumar Sehdev,Mishti,Average
12470,Saral Biswas,1959.0,131.0,Unknown,6.0,55.0,Phani Majumdar,Unknown,Unknown,Unknown,Average
12471,Sarala,1936.0,157.0,Unknown,6.4,9.0,Premankur Atorthy,Rattan Bai,M. Kumar,I.A. Hafizji,Average
12472,Saranga,1961.0,130.0,"Action, Drama, Romance",4.5,24.0,Dhirubhai Desai,Sudesh Kumar,Jayshree Gadkar,Nilofar,Average
12473,Saraswathi Sabatham,1966.0,159.0,"Comedy, Drama, Fantasy",7.3,117.0,A.P. Nagarajan,Shivaji Ganesan,Gemini Ganesan,Devika,Hit
12474,Saraswati Lakshmi Parvati,1975.0,131.0,Drama,6.0,55.0,A.P. Nagarajan,Devika,Gemini Ganesan,Shivaji Ganesan,Average
12475,Saraswatichandra,1968.0,156.0,"Drama, Romance",6.4,127.0,Govind Saraiya,Nutan,Manish,Vijaya Choudhury,Average
12476,Sarbjit,2016.0,131.0,"Biography, Drama",7.3,4497.0,Omung Kumar,Randeep Hooda,Aishwarya Rai Bachchan,Richa Chadha,Hit
12477,Sardaar Gabbar Singh,2016.0,164.0,"Action, Comedy, Crime",4.7,2361.0,K.S. Ravindra,Kajal Aggarwal,Tisca Chopra,Pawan Kalyan,Average
12478,Sardar,1940.0,131.0,Unknown,6.0,55.0,Dwarka Khosla,Jayant,Unknown,Unknown,Average
12479,Sardar,1993.0,175.0,"Biography, Drama, History",7.9,715.0,Ketan Mehta,Paresh Rawal,Tom Alter,Deepika Amin,Hit
12480,Sardar,1967.0,131.0,"Action, History",7.3,10.0,Babubhai Mistry,Ajit,Helen,Sheikh Mukhtar,Hit
12481,Sardar,1955.0,131.0,Biography,8.0,15.0,Gyan Mukherjee,Ashok Kumar,Bina Rai,Jagdish Sethi,Hit
12482,Sardar Ka Grandson,2021.0,139.0,"Comedy, Drama, Romance",4.1,3773.0,Kaashvi Nair,Neena Gupta,Arjun Kapoor,Rakul Preet Singh,Average
12483,Sardar-e-Awwal,1939.0,131.0,"Action, Mystery",6.0,55.0,Balwant Bhatt,Jayant,Gulab,Umakant,Average
12484,Sardari Begum,1996.0,116.0,Drama,6.6,189.0,Shyam Benegal,Amrish Puri,Kirron Kher,Smriti Mishra,Average
12485,Sa-Re-Ga-Ma-Pa,1972.0,131.0,"Comedy, Family, Musical",4.4,7.0,Satyen Bose,Suresh Chatwal,Alka,Jagdeep,Average
12486,Sarfarosh,1985.0,157.0,Drama,5.2,37.0,Narayana Rao Dasari,Asrani,Kamini Bhatia,Bharat Bhushan,Average
12487,Sarfarosh,1999.0,174.0,"Action, Drama",8.1,24454.0,John Mathew Matthan,Aamir Khan,Naseeruddin Shah,Sonali Bendre,Hit
12488,Sarfarosh,1964.0,131.0,Unknown,6.0,55.0,Dharam Kumar,Pratima Devi,Paidi Jairaj,Jeevan,Average
12489,Sarfarosh 2,,131.0,Action,6.0,55.0,John Mathew Matthan,Unknown,Unknown,Unknown,Average
12490,Sarfarosh-E-Hind,1999.0,131.0,Action,6.0,55.0,D.R. Kaushal,Ishrat Ali,Sadashiv Amrapurkar,Arun Bakshi,Average
12491,Sarfaroshi.. A war against System,2014.0,120.0,Action,6.0,55.0,Ganesh Loke,Bhagirathi Swain,Arun Bakshi,Ayub Khan,Average
12492,Sargam,1979.0,145.0,"Musical, Romance",6.8,159.0,K. Viswanath,Rishi Kapoor,Jaya Prada,Shashikala,Average
12493,Sargam,1950.0,135.0,"Drama, Family",6.9,33.0,P.L. Santoshi,Raj Kapoor,Rehana,Om Prakash,Average
12494,Sargana,2018.0,131.0,Crime,6.0,55.0,Yogesh Bharadwaj,Shatakshi Gupta,Bobby Kumar,Rakesh Kumar,Average
12495,Sargoshiyan,2017.0,106.0,Drama,6.2,33.0,Imran Khan,Vijay Verma,Indraneil Sengupta,Sara Khan,Average
12496,Sarhad,1970.0,131.0,"Action, Drama, History",6.0,55.0,J.P. Dutta,Unknown,Unknown,Unknown,Average
12497,Sarhad,1960.0,118.0,Drama,7.5,20.0,Shankar Mukherjee,Dev Anand,Suchitra Sen,Ragini,Hit
12498,Sarhad Paar,2006.0,117.0,"Action, Drama",3.9,116.0,Raman Kumar,Mahima Chaudhry,Tabu,Sanjay Dutt,Below_average
12499,Sarhad Wale Daddy,2021.0,131.0,Drama,6.0,55.0,Snehal Garg,Unknown,Unknown,Unknown,Average
12500,Sarhad: The Border of Crime,1995.0,131.0,"Action, Crime, Drama",3.3,12.0,Mahendra Shah,Raj Babbar,Farha Naaz,Deepak Tijori,Below_average
12501,Sarhadi Lutera,1966.0,131.0,Action,6.0,55.0,S.M. Sagar,Salim Khan,Sunita,Jagdeep,Average
12502,Sarivar Sari,2005.0,126.0,Drama,7.0,39.0,Gajendra Ahire,Madhura Velankar,Mohan Joshi,Neena Kulkarni,Hit
12503,Sarkar,1951.0,131.0,Unknown,6.0,55.0,K. Amarnath,Ajit,Cuckoo,Hiralal,Average
12504,Sarkar,2005.0,124.0,"Action, Crime, Drama",7.6,16038.0,Ram Gopal Varma,Amitabh Bachchan,Abhishek Bachchan,Kay Kay Menon,Hit
12505,Sarkar 3,2017.0,130.0,"Action, Crime, Drama",4.9,1905.0,Ram Gopal Varma,Manoj Bajpayee,Amitabh Bachchan,Yami Gautam,Average
12506,Sarkar Raj,2008.0,125.0,"Action, Crime, Drama",6.7,7295.0,Ram Gopal Varma,Amitabh Bachchan,Abhishek Bachchan,Aishwarya Rai Bachchan,Average
12507,Sarkari Mehman,1979.0,135.0,"Drama, Family",4.8,10.0,N.D. Kothari,Vinod Khanna,Jasmin,Amjad Khan,Average
12508,Saroj Ka Rishta,2020.0,122.0,Romance,6.0,55.0,Abhishek Saxena,Sanah Kapoor,Kumud Mishra,Gaurav Pandey,Average
12509,Sarojini,1937.0,131.0,Unknown,6.0,55.0,Rajkumari,Unknown,Unknown,Unknown,Average
12510,Sarojini,,131.0,Biography,6.0,55.0,Akash Nayak,Deepika Chikhalia,Imran Hasnee,Anil Rastogi,Average
12511,Sarphira,1992.0,131.0,Action,4.8,43.0,Ashok Gaekwad,Sanjay Dutt,Madhavi,Kimi Katkar,Average
12512,Sasi Lalitha,2020.0,131.0,Drama,6.0,55.0,Kethireddy Jagadhishwara Reddy,Kajol,Unknown,Unknown,Average
12513,Sassi Punnu,1946.0,131.0,Unknown,6.0,55.0,Jagatrai Pesumal Advani,Eddie Billimoria,Geeta Nizami,Unknown,Average
12514,Sassi Punnu,1932.0,131.0,Unknown,6.0,55.0,S.R. Apte,Chimanlal Luhar,Eiden Bai,Haider Bandi,Average
12515,Sasta Khoon Mehnga Pyar,1970.0,131.0,Romance,6.0,55.0,Chand,Master Bhagwan,Pinchoo Kapoor,Dev Kumar,Average
12516,Sasta Pyar,1998.0,131.0,Thriller,6.0,55.0,Chandni,Dishala,Komal,Mayuri,Average
12517,Sasti Dulhan Mahenga Dulha,1986.0,148.0,Drama,5.3,12.0,Bhappi Sonie,Mahesh Anand,Arun,Beena Banerjee,Average
12518,Sastra,2000.0,131.0,Action,6.0,55.0,Babilona,Yadhakrishan,Unknown,Unknown,Average
12519,Sasural,1941.0,131.0,Unknown,6.0,55.0,Chaturbhuj Doshi,Madhuri,Motilal,Noor Jehan,Average
12520,Sasural,1961.0,131.0,"Action, Comedy, Drama",6.4,36.0,T. Prakash Rao,Rajendra Kumar,Saroja Devi B.,Mehmood,Average
12521,Sasural,1984.0,164.0,"Drama, Family",5.4,11.0,Govind Moonis,Arun Govil,Sadhana Singh,Bharat Bhushan,Average
12522,Sasural,2017.0,161.0,"Action, Drama, Romance",6.0,55.0,Rajkumar R. Pandey,Kunal Singh,Upasna Singh,Awdhesh Mishra,Average
12523,Satah Se Uthata Aadmi,1980.0,114.0,Drama,6.7,68.0,Mani Kaul,Bharat Gopy,Vibhuti Jha,Satyen Kumar,Average
12524,Satellite Shankar,2019.0,135.0,"Action, Drama",6.3,928.0,Irfan Kamal,Sooraj Pancholi,Anil Reji,Megha Akash,Average
12525,Sathi Sukanya,1959.0,131.0,Drama,6.0,55.0,T.R. Sundaram,Unknown,Unknown,Unknown,Average
12526,Sathyam,2008.0,137.0,"Action, Drama",5.0,210.0,Rajsekhar,Vishal,Nayanthara,Brahmanandam,Average
12527,Sathyavaan Savithri,1977.0,131.0,"Biography, Drama, History",5.3,18.0,P.G. Viswambharan,Kamal Haasan,Sridevi,P.K. Abraham,Average
12528,Sati Ahilya,1949.0,131.0,Fantasy,6.0,55.0,Vasant Painter,Kamala Kotnis,D.K. Sapru,Ulhas,Average
12529,Sati Anjani,1934.0,131.0,Unknown,6.0,55.0,Kanjibhai Rathod,Panna Rani,Unknown,Unknown,Average
12530,Sati Ansuya,1956.0,131.0,Unknown,6.0,55.0,Dhirubhai Desai,Indira Bansal,Manher Desai,Sulochana Latkar,Average
12531,Sati Ansuya,1933.0,131.0,Unknown,6.0,55.0,Chanda,Jamshedji,Unknown,Unknown,Average
12532,Sati Anusuya,1974.0,131.0,Drama,6.0,55.0,Subba Rao B.A.,Sobhan Babu,Nirmala Devi,Jamuna,Average
12533,Sati Aur Bhagwan,1982.0,131.0,"Drama, Fantasy",6.0,55.0,Vijay Arora,Rita Bhaduri,Abhi Bhattacharya,Nalin Dave,Average
12534,Sati Madalasa,1955.0,131.0,Unknown,6.0,55.0,Jayant Desai,Manher Desai,Bhupendra Kapoor,Kumkum,Average
12535,Sati Madalsa,1932.0,131.0,Unknown,6.0,55.0,Bhagwati Prasad Mishra,Ermeline,Dinshaw Bilimoria,Hadi,Average
12536,Sati Mahananda,1933.0,131.0,Unknown,6.0,55.0,Baburao Patel,Mubarak,Unknown,Unknown,Average
12537,Sati Naag Kanya,1956.0,131.0,Unknown,6.0,55.0,Babubhai Mistry,Manher Desai,Mahipal,Nirupa Roy,Average
12538,Sati Naag Kanya,1983.0,131.0,"Drama, Adventure, Action",5.6,11.0,Babubhai Mistry,Neera,Vikram Gokhale,Manher Desai,Average
12539,Sati Nari,1965.0,131.0,Unknown,6.0,55.0,Pankaj,Manher Desai,Anita Guha,Bela Bose,Average
12540,Sati Narmada,1950.0,131.0,Unknown,6.0,55.0,Ishwarlal,Sulochana Chatterjee,Ishwarlal,Jeevan,Average
12541,Sati Pariksha,1957.0,140.0,Fantasy,6.0,55.0,Nanubhai Vakil,Chitra,Daljeet,Krishna Kumari,Average
12542,Sati Savitri,1932.0,153.0,Fantasy,6.0,55.0,Chandulal Shah,M. Bhagwandas,Ghori,Keki Adajania,Average
12543,Sati Savitri,1964.0,131.0,Fantasy,6.9,7.0,Shantilal Soni,Mahipal,Anjali Devi,Jeevan,Average
12544,Sati Savitri,1981.0,131.0,Fantasy,6.0,55.0,Subba Rao B.A.,N.T. Rama Rao,Anjali Devi,Dhulipala,Average
12545,Sati Savitri,1982.0,131.0,Drama,6.0,55.0,Girish Manukant,Manher Desai,Anjana Mumtaz,Ranjeet Raj,Average
12546,Sati Sawyambar,1933.0,131.0,Unknown,6.0,55.0,M. Bhagwandas,Master Mohammed,Unknown,Unknown,Average
12547,Sati Seeta,1946.0,131.0,Unknown,6.0,55.0,H.M. Reddy,Master Mohammed,Unknown,Unknown,Average
12548,Sati Sita Luv Kush,1981.0,131.0,Drama,6.0,55.0,T.N. Balakrishna,Ram Chandra,Jaganath,Uma Patnaik,Average
12549,Sati Sone,1932.0,134.0,Unknown,6.0,55.0,Madanrai Vakil,Jamshedji,Boman Shah,Hadi,Average
12550,Sati Sukanya,2002.0,118.0,Drama,6.0,55.0,Boban Alumoodan,Lakshmi Gopalaswamy,Narendra Prasad,Unknown,Average
12551,Sati Sulochana,1969.0,131.0,"Action, Adventure, Fantasy",6.0,55.0,S.N. Tripathi,Anita Guha,Prithviraj Kapoor,Prem Nath,Average
12552,Sati Toral,1947.0,131.0,Unknown,6.0,55.0,Nandlal Jaswantlal,Jeevan,Rehana,Shobhna Samarth,Average
12553,Sati Toral,1935.0,131.0,Unknown,6.0,55.0,Chunilal Parekh,Ashalata Biswas,Unknown,Unknown,Average
12554,Sati Toral,1989.0,131.0,Drama,6.0,55.0,Vinod Parmar,Chandrakant Pandya,Meghna Rai,Sheela Sharma,Average
12555,Sati Vaishalini,1959.0,131.0,Unknown,6.0,55.0,Sadhu Singh,Trilok Kapoor,Sulochana Latkar,Lalita Pawar,Average
12556,Sati Vijay,1948.0,131.0,Unknown,6.0,55.0,K.J. Parmar,Ratnamala,Kishore Kumar,Ramachandra Sastry H.R.,Average
12557,Satra Ko Shaadi Hai,,131.0,Romance,6.0,55.0,Arshad Sayed,Barun Sobti,Sapna Pabbi,Sahil Mishra,Average
12558,Satrangee Parachute,2011.0,115.0,"Comedy, Drama, Family",5.3,66.0,Vineet Khetrapal,Sanjay Mishra,Zakir Hussain,Lilliput,Average
12559,Satta,2003.0,153.0,"Crime, Drama",6.8,544.0,Madhur Bhandarkar,Raveena Tandon,Atul Kulkarni,Shri Vallabh Vyas,Average
12560,Satta Bazaar,1959.0,131.0,Drama,6.5,23.0,Ravindra Dave,Meena Kumari,Balraj Sahni,Johnny Walker,Average
